Dia,Cidade,Operacao,Pedidos,Horas_Operacionais,Receita,Pedidos_Cancelados,Taxa_Cancelamento_Pct,Meta_Pedidos,Pedidos_Por_Hora,Receita_Por_Hora,Atingimento_Meta_Pct
2025-04-20,São Paulo,Operação B,14735,103.1,525778.02,419,2.85,14638,142.92,5099.69,100.66
2025-04-20,São Paulo,Operação C,14194,92.9,595226.92,628,4.43,13198,152.79,6407.18,107.55
2025-04-20,Rio de Janeiro,Operação A,14812,106.5,605484.81,352,2.38,15126,139.08,5685.3,97.92
2025-04-20,Rio de Janeiro,Operação B,14147,89.4,632953.2,653,4.62,12702,158.24,7080.01,111.38
2025-04-20,Rio de Janeiro,Operação C,12405,77.3,511418.24,580,4.68,10971,160.48,6616.02,113.07
2025-04-20,Curitiba,Operação A,13047,84.7,624957.16,436,3.35,12031,154.04,7378.48,108.44
2025-04-20,Curitiba,Operação B,12051,75.3,499730.72,294,2.44,10697,160.04,6636.53,112.66
2025-04-20,Curitiba,Operação C,11346,79.9,483736.98,502,4.42,11353,142.0,6054.28,99.94
2025-04-20,Belo Horizonte,Operação A,10351,75.9,445247.74,213,2.07,10778,136.38,5866.24,96.04
2025-04-20,Belo Horizonte,Operação B,10102,67.7,413375.78,228,2.27,9612,149.22,6105.99,105.1
2025-04-20,Belo Horizonte,Operação C,10715,72.5,511369.18,352,3.29,10295,147.79,7053.37,104.08
2025-04-20,Campinas,Operação A,9653,64.6,397094.03,246,2.56,9169,149.43,6146.97,105.28
2025-04-20,Campinas,Operação B,10075,71.8,348987.26,459,4.56,10195,140.32,4860.55,98.82
2025-04-20,Campinas,Operação C,7108,50.6,248342.5,347,4.89,7184,140.47,4907.95,98.94
2025-04-21,São Paulo,Operação A,18218,108.8,831660.47,699,3.84,17558,167.44,7643.94,103.76
2025-04-21,São Paulo,Operação B,14989,102.1,580990.14,547,3.65,16467,146.81,5690.4,91.02
2025-04-21,São Paulo,Operação C,14317,84.7,640356.08,611,4.27,13661,169.03,7560.28,104.8
2025-04-21,Rio de Janeiro,Operação A,18298,95.1,824689.35,640,3.5,15348,192.41,8671.81,119.22
2025-04-21,Rio de Janeiro,Operação B,19006,97.8,688874.74,630,3.32,15780,194.34,7043.71,120.44
2025-04-21,Rio de Janeiro,Operação C,10596,62.7,460518.87,367,3.47,10118,169.0,7344.8,104.72
2025-04-21,Curitiba,Operação A,11463,80.3,498573.27,534,4.66,12951,142.75,6208.88,88.51
2025-04-21,Curitiba,Operação B,11969,69.7,427621.52,462,3.87,11237,171.72,6135.17,106.51
2025-04-21,Curitiba,Operação C,9813,62.2,382300.21,312,3.19,10032,157.77,6146.31,97.82
2025-04-21,Belo Horizonte,Operação A,12539,82.8,506720.28,434,3.47,13361,151.44,6119.81,93.85
2025-04-21,Belo Horizonte,Operação B,11635,62.0,448948.32,344,2.96,10002,187.66,7241.1,116.33
2025-04-21,Belo Horizonte,Operação C,10226,54.5,452108.04,281,2.75,8789,187.63,8295.56,116.35
2025-04-21,Campinas,Operação A,13263,78.5,570693.81,427,3.22,12658,168.96,7269.98,104.78
2025-04-21,Campinas,Operação B,9598,56.3,382189.01,475,4.95,9074,170.48,6788.44,105.77
2025-04-21,Campinas,Operação C,8351,45.2,347023.51,312,3.74,7296,184.76,7677.51,114.46
2025-04-22,São Paulo,Operação A,19702,123.7,895593.69,262,1.33,19946,159.27,7240.05,98.78
2025-04-22,São Paulo,Operação B,15188,97.5,561743.0,505,3.33,15714,155.77,5761.47,96.65
2025-04-22,São Paulo,Operação C,16240,92.9,697727.35,481,2.97,14979,174.81,7510.52,108.42
2025-04-22,Rio de Janeiro,Operação A,17867,106.3,817312.06,736,4.12,17142,168.08,7688.73,104.23
2025-04-22,Rio de Janeiro,Operação B,14118,90.4,556082.6,432,3.06,14578,156.17,6151.36,96.84
2025-04-22,Rio de Janeiro,Operação C,13098,77.2,587585.42,453,3.46,12442,169.66,7611.21,105.27
2025-04-22,Curitiba,Operação A,14301,85.0,571130.15,394,2.76,13702,168.25,6719.18,104.37
2025-04-22,Curitiba,Operação B,9750,61.5,427952.67,286,2.94,9918,158.54,6958.58,98.31
2025-04-22,Curitiba,Operação C,10887,63.3,479928.99,287,2.64,10203,171.99,7581.82,106.7
2025-04-22,Belo Horizonte,Operação A,15663,87.1,587058.65,444,2.84,14049,179.83,6740.05,111.49
2025-04-22,Belo Horizonte,Operação B,12868,78.0,426199.59,306,2.38,12582,164.97,5464.1,102.27
2025-04-22,Belo Horizonte,Operação C,9120,59.6,367958.3,321,3.53,9608,153.02,6173.8,94.92
2025-04-22,Campinas,Operação A,13215,81.0,611724.56,613,4.64,13054,163.15,7552.16,101.23
2025-04-22,Campinas,Operação B,12157,71.5,415123.18,470,3.87,11535,170.03,5805.92,105.39
2025-04-22,Campinas,Operação C,10181,61.5,498648.43,426,4.19,9909,165.54,8108.1,102.74
2025-04-23,São Paulo,Operação A,21836,121.9,946229.86,328,1.51,19638,179.13,7762.35,111.19
2025-04-23,São Paulo,Operação B,17870,99.0,692813.37,593,3.32,15956,180.51,6998.11,112.0
2025-04-23,São Paulo,Operação C,15527,82.9,756568.13,433,2.79,13358,187.3,9126.27,116.24
2025-04-23,Rio de Janeiro,Operação A,16615,104.8,738699.22,649,3.91,16884,158.54,7048.66,98.41
2025-04-23,Rio de Janeiro,Operação B,16339,95.9,878084.41,437,2.68,15453,170.38,9156.25,105.73
2025-04-23,Rio de Janeiro,Operação C,10916,67.4,390007.36,251,2.31,10863,161.96,5786.46,100.49
2025-04-23,Curitiba,Operação A,12129,77.9,463103.75,474,3.91,12548,155.7,5944.85,96.66
2025-04-23,Curitiba,Operação B,11553,70.3,526550.28,333,2.89,11323,164.34,7490.05,102.03
2025-04-23,Curitiba,Operação C,10776,63.1,368902.66,171,1.59,10168,170.78,5846.32,105.98
2025-04-23,Belo Horizonte,Operação A,14226,82.6,714954.38,515,3.63,13308,172.23,8655.62,106.9
2025-04-23,Belo Horizonte,Operação B,12391,75.4,535153.77,598,4.83,12158,164.34,7097.53,101.92
2025-04-23,Belo Horizonte,Operação C,7962,46.5,402418.17,296,3.73,7489,171.23,8654.15,106.32
2025-04-23,Campinas,Operação A,13099,82.3,548478.84,461,3.53,13260,159.16,6664.38,98.79
2025-04-23,Campinas,Operação B,7030,46.0,264415.87,292,4.16,7410,152.83,5748.17,94.87
2025-04-23,Campinas,Operação C,10257,60.2,464605.29,345,3.37,9706,170.38,7717.7,105.68
2025-04-24,São Paulo,Operação A,21035,126.3,888338.68,691,3.29,20344,166.55,7033.56,103.4
2025-04-24,São Paulo,Operação B,17333,107.3,795683.94,449,2.59,17283,161.54,7415.51,100.29
2025-04-24,São Paulo,Operação C,14395,82.5,599491.62,451,3.14,13291,174.48,7266.57,108.31
2025-04-24,Rio de Janeiro,Operação A,17526,110.0,722057.09,809,4.62,17713,159.33,6564.16,98.94
2025-04-24,Rio de Janeiro,Operação B,18658,101.0,762580.39,836,4.48,16266,184.73,7550.3,114.71
2025-04-24,Rio de Janeiro,Operação C,11338,72.7,369598.13,548,4.84,11716,155.96,5083.88,96.77
2025-04-24,Curitiba,Operação A,13004,78.8,498816.57,527,4.06,12697,165.03,6330.16,102.42
2025-04-24,Curitiba,Operação B,10765,71.2,471147.99,253,2.35,11464,151.19,6617.25,93.9
2025-04-24,Curitiba,Operação C,8384,59.1,304374.14,305,3.64,9517,141.86,5150.15,88.09
2025-04-24,Belo Horizonte,Operação A,9907,66.4,416000.12,303,3.07,10696,149.2,6265.06,92.62
2025-04-24,Belo Horizonte,Operação B,15710,83.6,605279.75,619,3.95,13474,187.92,7240.19,116.59
2025-04-24,Belo Horizonte,Operação C,10619,66.6,382473.38,370,3.49,10725,159.44,5742.84,99.01
2025-04-24,Campinas,Operação A,11218,69.5,491003.64,325,2.9,11198,161.41,7064.8,100.18
2025-04-24,Campinas,Operação B,8962,53.4,390240.26,229,2.56,8608,167.83,7307.87,104.11
2025-04-24,Campinas,Operação C,8839,60.6,350798.22,291,3.29,9764,145.86,5788.75,90.53
2025-04-25,São Paulo,Operação A,18124,113.4,896853.42,510,2.82,18262,159.82,7908.76,99.24
2025-04-25,São Paulo,Operação B,20505,119.6,868760.36,795,3.88,19255,171.45,7263.88,106.49
2025-04-25,São Paulo,Operação C,16705,107.9,626743.67,483,2.9,17374,154.82,5808.56,96.15
2025-04-25,Rio de Janeiro,Operação A,15206,104.0,640010.76,738,4.85,16737,146.21,6153.95,90.85
2025-04-25,Rio de Janeiro,Operação B,14872,91.3,587850.87,627,4.22,14693,162.89,6438.67,101.22
2025-04-25,Rio de Janeiro,Operação C,13827,73.6,687664.26,512,3.71,11849,187.87,9343.26,116.69
2025-04-25,Curitiba,Operação A,15124,84.8,701438.93,431,2.86,13652,178.35,8271.69,110.78
2025-04-25,Curitiba,Operação B,10585,70.1,461889.81,426,4.03,11289,151.0,6589.01,93.76
2025-04-25,Curitiba,Operação C,8938,55.5,327228.98,248,2.78,8935,161.05,5896.02,100.03
2025-04-25,Belo Horizonte,Operação A,13260,84.0,540964.19,291,2.2,13526,157.86,6440.05,98.03
2025-04-25,Belo Horizonte,Operação B,11777,71.0,460294.19,394,3.35,11433,165.87,6483.02,103.01
2025-04-25,Belo Horizonte,Operação C,9820,62.6,354452.41,485,4.94,10078,156.87,5662.18,97.44
2025-04-25,Campinas,Operação A,10954,66.3,504358.95,692,6.32,10673,165.22,7607.22,102.63
2025-04-25,Campinas,Operação B,9059,52.8,354839.14,278,3.07,8499,171.57,6720.44,106.59
2025-04-25,Campinas,Operação C,7522,49.1,314681.63,174,2.32,7902,153.2,6408.99,95.19
2025-04-26,São Paulo,Operação A,18289,124.5,799041.65,571,3.13,17631,146.9,6418.01,103.73
2025-04-26,São Paulo,Operação B,14917,99.9,557057.43,479,3.21,14151,149.32,5576.15,105.41
2025-04-26,São Paulo,Operação C,11551,84.2,387659.03,528,4.57,11921,137.19,4604.03,96.9
2025-04-26,Rio de Janeiro,Operação A,15655,98.9,724437.78,386,2.47,14009,158.29,7324.95,111.75
2025-04-26,Rio de Janeiro,Operação B,14250,82.6,698302.78,495,3.47,11694,172.52,8454.03,121.86
2025-04-26,Rio de Janeiro,Operação C,11354,81.2,496503.73,332,2.93,11496,139.83,6114.58,98.76
2025-04-26,Curitiba,Operação A,9381,70.6,394793.48,243,2.6,10004,132.88,5591.98,93.77
2025-04-26,Curitiba,Operação B,9923,73.3,385712.81,415,4.18,10384,135.38,5262.11,95.56
2025-04-26,Curitiba,Operação C,9750,66.7,443779.59,378,3.88,9442,146.18,6653.37,103.26
2025-04-26,Belo Horizonte,Operação A,12786,90.3,515038.75,314,2.46,12785,141.59,5703.64,100.01
2025-04-26,Belo Horizonte,Operação B,10419,66.7,491776.27,444,4.27,9445,156.21,7372.96,110.31
2025-04-26,Belo Horizonte,Operação C,7678,48.8,266011.42,323,4.22,6907,157.34,5451.05,111.16
2025-04-26,Campinas,Operação A,10463,68.2,383680.37,464,4.44,9651,153.42,5625.81,108.41
2025-04-26,Campinas,Operação B,7148,51.2,271678.48,149,2.1,7257,139.61,5306.22,98.5
2025-04-26,Campinas,Operação C,9030,54.8,475588.62,323,3.58,7757,164.78,8678.62,116.41
2025-04-27,São Paulo,Operação A,18682,125.7,821924.54,602,3.23,17790,148.62,6538.78,105.01
2025-04-27,São Paulo,Operação B,15762,103.9,625533.27,541,3.44,14701,151.7,6020.53,107.22
2025-04-27,São Paulo,Operação C,13892,89.8,524226.72,480,3.46,12708,154.7,5837.71,109.32
2025-04-27,Rio de Janeiro,Operação A,18524,117.1,877976.77,651,3.52,16576,158.19,7497.67,111.75
2025-04-27,Rio de Janeiro,Operação B,14469,92.4,697999.35,280,1.94,13084,156.59,7554.11,110.59
2025-04-27,Rio de Janeiro,Operação C,11203,70.2,458118.03,331,2.96,9931,159.59,6525.9,112.81
2025-04-27,Curitiba,Operação A,10696,76.1,389233.03,553,5.17,10769,140.55,5114.76,99.32
2025-04-27,Curitiba,Operação B,10727,73.6,475767.19,458,4.27,10423,145.75,6464.23,102.92
2025-04-27,Curitiba,Operação C,11253,71.6,444230.38,367,3.26,10129,157.16,6204.33,111.1
2025-04-27,Belo Horizonte,Operação A,12048,85.5,505769.9,460,3.82,12107,140.91,5915.44,99.51
2025-04-27,Belo Horizonte,Operação B,9629,75.2,431947.14,319,3.31,10643,128.05,5743.98,90.47
2025-04-27,Belo Horizonte,Operação C,10222,66.3,495068.43,468,4.58,9382,154.18,7467.1,108.95
2025-04-27,Campinas,Operação A,12907,80.2,557137.31,455,3.53,11344,160.94,6946.85,113.78
2025-04-27,Campinas,Operação B,10395,67.6,423739.03,397,3.82,9569,153.77,6268.33,108.63
2025-04-27,Campinas,Operação C,7408,53.9,349374.93,262,3.54,7625,137.44,6481.91,97.15
2025-04-28,São Paulo,Operação A,19463,132.2,774099.66,686,3.53,21253,147.22,5855.52,91.58
2025-04-28,São Paulo,Operação B,18861,110.5,815585.31,490,2.6,17756,170.69,7380.86,106.22
2025-04-28,São Paulo,Operação C,13945,82.1,509600.17,428,3.07,13197,169.85,6207.07,105.67
2025-04-28,Rio de Janeiro,Operação A,16588,107.2,803214.58,743,4.48,17238,154.74,7492.67,96.23
2025-04-28,Rio de Janeiro,Operação B,12297,79.2,404041.19,353,2.87,12731,155.27,5101.53,96.59
2025-04-28,Rio de Janeiro,Operação C,13668,84.7,599248.71,311,2.28,13622,161.37,7074.96,100.34
2025-04-28,Curitiba,Operação A,14441,90.5,607224.97,494,3.43,14540,159.57,6709.67,99.32
2025-04-28,Curitiba,Operação B,9910,64.9,454583.37,378,3.82,10432,152.7,7004.37,95.0
2025-04-28,Curitiba,Operação C,12281,72.3,522826.27,260,2.12,11621,169.86,7231.35,105.68
2025-04-28,Belo Horizonte,Operação A,12975,78.3,646316.26,525,4.05,12580,165.71,8254.36,103.14
2025-04-28,Belo Horizonte,Operação B,13922,80.5,545112.95,500,3.59,12932,172.94,6771.59,107.66
2025-04-28,Belo Horizonte,Operação C,9775,63.0,395520.45,326,3.34,10125,155.16,6278.1,96.54
2025-04-28,Campinas,Operação A,11631,82.0,544601.5,319,2.75,13175,141.84,6641.48,88.28
2025-04-28,Campinas,Operação B,9332,51.9,419264.29,420,4.5,8342,179.81,8078.31,111.87
2025-04-28,Campinas,Operação C,11351,59.7,502110.3,383,3.37,9600,190.13,8410.56,118.24
2025-04-29,São Paulo,Operação A,21705,120.3,843944.63,646,2.98,19323,180.42,7015.33,112.33
2025-04-29,São Paulo,Operação B,14203,100.3,604370.51,282,1.99,16119,141.61,6025.63,88.11
2025-04-29,São Paulo,Operação C,15946,90.6,639314.91,772,4.84,14550,176.0,7056.46,109.59
2025-04-29,Rio de Janeiro,Operação A,16817,93.5,751729.12,357,2.13,15022,179.86,8039.88,111.95
2025-04-29,Rio de Janeiro,Operação B,18043,109.2,694476.22,428,2.37,17539,165.23,6359.67,102.87
2025-04-29,Rio de Janeiro,Operação C,12806,77.8,543109.91,417,3.26,12504,164.6,6980.85,102.42
2025-04-29,Curitiba,Operação A,14423,89.3,494134.05,487,3.38,14347,161.51,5533.42,100.53
2025-04-29,Curitiba,Operação B,9735,57.2,370736.05,353,3.63,9194,170.19,6481.4,105.88
2025-04-29,Curitiba,Operação C,11491,74.1,531401.58,362,3.15,11911,155.07,7171.41,96.47
2025-04-29,Belo Horizonte,Operação A,14951,92.4,577677.16,605,4.05,14849,161.81,6251.92,100.69
2025-04-29,Belo Horizonte,Operação B,10412,66.6,417402.93,360,3.46,10707,156.34,6267.31,97.24
2025-04-29,Belo Horizonte,Operação C,10152,70.7,427321.26,406,4.0,11363,143.59,6044.15,89.34
2025-04-29,Campinas,Operação A,13063,72.1,544761.31,437,3.35,11579,181.18,7555.64,112.82
2025-04-29,Campinas,Operação B,10973,65.6,443730.18,429,3.91,10546,167.27,6764.18,104.05
2025-04-29,Campinas,Operação C,7874,49.6,314078.3,360,4.58,7960,158.75,6332.22,98.92
2025-04-30,São Paulo,Operação A,16254,95.3,684896.22,350,2.16,15305,170.56,7186.74,106.2
2025-04-30,São Paulo,Operação B,17944,104.7,795969.95,247,1.38,16805,171.38,7602.39,106.78
2025-04-30,São Paulo,Operação C,15697,99.8,702382.22,642,4.09,16018,157.28,7037.9,98.0
2025-04-30,Rio de Janeiro,Operação A,16940,97.6,685358.98,312,1.84,15669,173.57,7022.12,108.11
2025-04-30,Rio de Janeiro,Operação B,15435,98.4,595513.57,490,3.18,15794,156.86,6051.97,97.73
2025-04-30,Rio de Janeiro,Operação C,13431,81.3,593546.35,326,2.43,13050,165.2,7300.69,102.92
2025-04-30,Curitiba,Operação A,13111,79.7,650194.8,446,3.41,12792,164.5,8158.03,102.49
2025-04-30,Curitiba,Operação B,13541,81.4,542525.11,447,3.3,13069,166.35,6664.93,103.61
2025-04-30,Curitiba,Operação C,11026,63.8,523717.86,417,3.79,10238,172.82,8208.74,107.7
2025-04-30,Belo Horizonte,Operação A,13686,88.5,552113.47,399,2.92,14203,154.64,6238.57,96.36
2025-04-30,Belo Horizonte,Operação B,11629,71.9,522364.12,320,2.76,11544,161.74,7265.15,100.74
2025-04-30,Belo Horizonte,Operação C,10718,61.6,361612.34,557,5.2,9896,173.99,5870.33,108.31
2025-04-30,Campinas,Operação A,9788,68.7,417285.69,345,3.53,11037,142.47,6074.03,88.68
2025-04-30,Campinas,Operação B,10809,60.9,486294.53,404,3.74,9782,177.49,7985.13,110.5
2025-04-30,Campinas,Operação C,9432,57.3,463129.72,218,2.32,9195,164.61,8082.54,102.58
2025-05-01,São Paulo,Operação A,19796,118.9,895830.8,559,2.82,19071,166.49,7534.32,103.8
2025-05-01,São Paulo,Operação B,15135,90.3,652695.69,710,4.69,14488,167.61,7228.08,104.47
2025-05-01,São Paulo,Operação C,14571,81.3,749964.38,465,3.2,13046,179.23,9224.65,111.69
2025-05-01,Rio de Janeiro,Operação A,15253,94.7,641480.47,602,3.95,15194,161.07,6773.82,100.39
2025-05-01,Rio de Janeiro,Operação B,15823,86.1,594025.02,333,2.11,13809,183.77,6899.25,114.58
2025-05-01,Rio de Janeiro,Operação C,12145,87.1,500173.38,727,5.99,13979,139.44,5742.52,86.88
2025-05-01,Curitiba,Operação A,12955,84.8,541135.66,448,3.46,13604,152.77,6381.32,95.23
2025-05-01,Curitiba,Operação B,12999,74.9,491928.38,630,4.85,12022,173.55,6567.8,108.13
2025-05-01,Curitiba,Operação C,11615,66.7,458646.18,526,4.53,10696,174.14,6876.25,108.59
2025-05-01,Belo Horizonte,Operação A,13244,78.4,506815.77,357,2.7,12572,168.93,6464.49,105.35
2025-05-01,Belo Horizonte,Operação B,11971,74.5,461897.54,357,2.99,11957,160.68,6199.97,100.12
2025-05-01,Belo Horizonte,Operação C,10497,66.2,435933.9,368,3.51,10627,158.56,6585.1,98.78
2025-05-01,Campinas,Operação A,8523,57.3,369430.39,248,2.91,9194,148.74,6447.3,92.7
2025-05-01,Campinas,Operação B,12196,68.9,547315.92,604,4.96,11055,177.01,7943.63,110.32
2025-05-01,Campinas,Operação C,9280,53.5,368067.04,506,5.46,8590,173.46,6879.76,108.03
2025-05-02,São Paulo,Operação A,21851,131.8,951531.18,1002,4.59,21128,165.79,7219.51,103.42
2025-05-02,São Paulo,Operação B,16041,101.5,729800.68,571,3.56,16271,158.04,7190.15,98.59
2025-05-02,São Paulo,Operação C,14273,91.5,501400.66,526,3.69,14669,155.99,5479.79,97.3
2025-05-02,Rio de Janeiro,Operação A,17949,110.1,856987.89,527,2.94,17649,163.02,7783.72,101.7
2025-05-02,Rio de Janeiro,Operação B,13658,82.8,569123.8,562,4.12,13280,164.95,6873.48,102.85
2025-05-02,Rio de Janeiro,Operação C,13427,74.0,669573.18,465,3.47,11858,181.45,9048.29,113.23
2025-05-02,Curitiba,Operação A,14365,93.6,665112.23,623,4.34,15012,153.47,7105.9,95.69
2025-05-02,Curitiba,Operação B,13215,79.8,398868.4,394,2.99,12803,165.6,4998.35,103.22
2025-05-02,Curitiba,Operação C,9348,60.6,397186.91,295,3.16,9711,154.26,6554.24,96.26
2025-05-02,Belo Horizonte,Operação A,11411,74.4,446603.13,501,4.4,11927,153.37,6002.73,95.67
2025-05-02,Belo Horizonte,Operação B,10394,65.1,417560.34,391,3.77,10434,159.66,6414.14,99.62
2025-05-02,Belo Horizonte,Operação C,8413,64.5,387726.07,391,4.65,10347,130.43,6011.26,81.31
2025-05-02,Campinas,Operação A,9786,63.4,393387.28,283,2.9,10162,154.35,6204.85,96.3
2025-05-02,Campinas,Operação B,9026,63.1,338730.34,427,4.73,10113,143.04,5368.15,89.25
2025-05-02,Campinas,Operação C,8578,47.6,372468.36,176,2.05,7636,180.21,7824.97,112.34
2025-05-03,São Paulo,Operação A,17678,122.3,710269.01,653,3.7,17250,144.55,5807.6,102.48
2025-05-03,São Paulo,Operação B,16184,105.8,756003.38,619,3.83,14923,152.97,7145.59,108.45
2025-05-03,São Paulo,Operação C,11351,80.6,610368.17,463,4.08,11362,140.83,7572.81,99.9
2025-05-03,Rio de Janeiro,Operação A,19245,120.3,826903.92,719,3.74,16967,159.98,6873.68,113.43
2025-05-03,Rio de Janeiro,Operação B,11512,89.9,484335.04,514,4.47,12684,128.05,5387.49,90.76
2025-05-03,Rio de Janeiro,Operação C,11271,75.2,511775.13,312,2.77,10601,149.88,6805.52,106.32
2025-05-03,Curitiba,Operação A,11058,81.7,428069.97,273,2.47,11523,135.35,5239.53,95.96
2025-05-03,Curitiba,Operação B,10813,67.5,414549.79,389,3.6,9518,160.19,6141.48,113.61
2025-05-03,Curitiba,Operação C,9689,61.4,457753.41,406,4.19,8662,157.8,7455.27,111.86
2025-05-03,Belo Horizonte,Operação A,11798,82.3,439269.05,596,5.05,11605,143.35,5337.41,101.66
2025-05-03,Belo Horizonte,Operação B,9817,64.4,453921.02,299,3.06,9079,152.44,7048.46,108.13
2025-05-03,Belo Horizonte,Operação C,10531,68.6,515090.75,329,3.12,9674,153.51,7508.61,108.86
2025-05-03,Campinas,Operação A,8676,61.7,371640.05,307,3.55,8704,140.62,6023.34,99.68
2025-05-03,Campinas,Operação B,7416,58.7,325428.41,376,5.08,8284,126.34,5543.93,89.52
2025-05-03,Campinas,Operação C,8716,57.4,386029.73,332,3.82,8090,151.85,6725.26,107.74
2025-05-04,São Paulo,Operação A,18616,124.4,758588.81,533,2.86,17530,149.65,6097.98,106.2
2025-05-04,São Paulo,Operação B,14995,100.8,610831.34,562,3.75,14199,148.76,6059.83,105.61
2025-05-04,São Paulo,Operação C,14375,93.3,677510.71,512,3.56,13144,154.07,7261.64,109.37
2025-05-04,Rio de Janeiro,Operação A,13439,94.6,566806.63,272,2.03,13328,142.06,5991.61,100.83
2025-05-04,Rio de Janeiro,Operação B,14695,99.9,639605.92,674,4.59,14081,147.1,6402.46,104.36
2025-05-04,Rio de Janeiro,Operação C,11355,75.0,471919.97,380,3.35,10564,151.4,6292.27,107.49
2025-05-04,Curitiba,Operação A,12921,79.5,523274.66,524,4.06,11198,162.53,6582.07,115.39
2025-05-04,Curitiba,Operação B,9565,60.7,441987.6,342,3.58,8550,157.58,7281.51,111.87
2025-05-04,Curitiba,Operação C,9484,63.4,485155.56,198,2.09,8928,149.59,7652.3,106.23
2025-05-04,Belo Horizonte,Operação A,11673,85.6,489335.97,385,3.3,12067,136.37,5716.54,96.73
2025-05-04,Belo Horizonte,Operação B,9706,66.7,363618.94,419,4.32,9400,145.52,5451.56,103.26
2025-05-04,Belo Horizonte,Operação C,7371,48.8,299954.42,188,2.56,6873,151.05,6146.61,107.25
2025-05-04,Campinas,Operação A,9360,72.1,394606.89,221,2.36,10166,129.82,5473.05,92.07
2025-05-04,Campinas,Operação B,8816,64.7,354368.15,329,3.74,9121,136.26,5477.1,96.66
2025-05-04,Campinas,Operação C,7064,48.7,253913.21,282,4.0,6864,145.05,5213.82,102.91
2025-05-05,São Paulo,Operação A,25744,130.2,1090636.13,1063,4.13,20840,197.73,8376.62,123.53
2025-05-05,São Paulo,Operação B,16454,90.0,742156.26,512,3.11,14408,182.82,8246.18,114.2
2025-05-05,São Paulo,Operação C,16056,98.9,644935.79,623,3.88,15820,162.35,6521.09,101.49
2025-05-05,Rio de Janeiro,Operação A,17061,96.3,644497.03,453,2.66,15408,177.17,6692.6,110.73
2025-05-05,Rio de Janeiro,Operação B,14599,83.8,577140.79,353,2.42,13415,174.21,6887.12,108.83
2025-05-05,Rio de Janeiro,Operação C,12397,75.1,462111.94,319,2.58,12024,165.07,6153.29,103.1
2025-05-05,Curitiba,Operação A,15485,99.6,630360.76,496,3.21,15946,155.47,6328.92,97.11
2025-05-05,Curitiba,Operação B,12225,70.9,559814.19,397,3.26,11338,172.43,7895.83,107.82
2025-05-05,Curitiba,Operação C,10138,56.3,421929.73,495,4.88,9007,180.07,7494.31,112.56
2025-05-05,Belo Horizonte,Operação A,10801,64.4,536533.47,347,3.22,10311,167.72,8331.27,104.75
2025-05-05,Belo Horizonte,Operação B,11497,68.1,457176.1,373,3.25,10901,168.83,6713.31,105.47
2025-05-05,Belo Horizonte,Operação C,9323,59.0,437392.52,360,3.87,9437,158.02,7413.43,98.79
2025-05-05,Campinas,Operação A,12663,72.5,518455.85,364,2.88,11598,174.66,7151.12,109.18
2025-05-05,Campinas,Operação B,9473,57.3,357730.35,293,3.1,9166,165.32,6243.11,103.35
2025-05-05,Campinas,Operação C,9594,50.5,296500.08,322,3.36,8082,189.98,5871.29,118.71
2025-05-06,São Paulo,Operação A,21657,130.0,974861.05,775,3.58,20781,166.59,7498.93,104.22
2025-05-06,São Paulo,Operação B,13628,97.8,583575.8,392,2.88,15644,139.35,5967.03,87.11
2025-05-06,São Paulo,Operação C,13491,84.6,660781.7,731,5.42,13528,159.47,7810.66,99.73
2025-05-06,Rio de Janeiro,Operação A,16826,105.3,627459.95,651,3.87,16831,159.79,5958.78,99.97
2025-05-06,Rio de Janeiro,Operação B,16673,102.7,541606.0,672,4.04,16420,162.35,5273.67,101.54
2025-05-06,Rio de Janeiro,Operação C,12673,86.3,541212.34,489,3.86,13796,146.85,6271.29,91.86
2025-05-06,Curitiba,Operação A,13168,84.4,606567.45,418,3.18,13490,156.02,7186.82,97.61
2025-05-06,Curitiba,Operação B,8974,63.4,422167.45,358,3.99,10139,141.55,6658.79,88.51
2025-05-06,Curitiba,Operação C,10499,65.6,418742.18,277,2.64,10484,160.05,6383.26,100.14
2025-05-06,Belo Horizonte,Operação A,10854,77.1,423911.06,352,3.25,12335,140.78,5498.2,87.99
2025-05-06,Belo Horizonte,Operação B,12189,74.0,550695.27,558,4.58,11828,164.72,7441.83,103.05
2025-05-06,Belo Horizonte,Operação C,11733,68.7,493342.74,318,2.72,10993,170.79,7181.12,106.73
2025-05-06,Campinas,Operação A,14017,75.9,607895.2,705,5.03,12138,184.68,8009.16,115.48
2025-05-06,Campinas,Operação B,7719,50.8,350603.2,286,3.71,8127,151.95,6901.64,94.98
2025-05-06,Campinas,Operação C,10451,63.3,402657.16,347,3.33,10125,165.1,6361.09,103.22
2025-05-07,São Paulo,Operação A,16294,107.1,747728.01,684,4.2,17121,152.14,6981.59,95.17
2025-05-07,São Paulo,Operação B,15255,105.0,618840.21,384,2.52,16785,145.29,5893.72,90.88
2025-05-07,São Paulo,Operação C,15590,98.4,587072.77,549,3.52,15729,158.43,5966.19,99.12
2025-05-07,Rio de Janeiro,Operação A,18090,99.2,706609.08,430,2.38,15859,182.36,7123.08,114.07
2025-05-07,Rio de Janeiro,Operação B,12379,75.1,492093.47,291,2.36,12005,164.83,6552.51,103.12
2025-05-07,Rio de Janeiro,Operação C,15157,87.7,634883.21,695,4.59,14014,172.83,7239.26,108.16
