data,ultimo,aberturaa,maxima,minima,Vol.,Var%
"08.08.2018","3,7713","3,7523","3,7733","3,7353","","0,55%"
"07.08.2018","3,7505","3,7370","3,7719","3,7028","","0,40%"
"06.08.2018","3,7356","3,7053","3,7370","3,6902","","0,77%"
"03.08.2018","3,7070","3,7513","3,7530","3,6996","","-1,14%"
"02.08.2018","3,7496","3,7524","3,7822","3,7488","","0,01%"
"01.08.2018","3,7492","3,7566","3,7702","3,7311","","-0,17%"
"31.07.2018","3,7557","3,7297","3,7645","3,7222","","0,68%"
"30.07.2018","3,7304","3,7147","3,7327","3,6960","","0,55%"
"27.07.2018","3,7099","3,7457","3,7468","3,7058","","-0,95%"
"26.07.2018","3,7454","3,6883","3,7483","3,6880","","1,56%"
"25.07.2018","3,6877","3,7480","3,7482","3,6887","","-1,59%"
"24.07.2018","3,7471","3,7828","3,7869","3,7316","","-0,93%"
"23.07.2018","3,7823","3,7659","3,8035","3,7659","","0,40%"
"20.07.2018","3,7671","3,8313","3,8313","3,7581","","-1,62%"
"19.07.2018","3,8290","3,8493","3,8927","3,8225","","-0,57%"
"18.07.2018","3,8509","3,8385","3,8651","3,8192","","0,35%"
"17.07.2018","3,8375","3,8630","3,8797","3,8379","","-0,58%"
"16.07.2018","3,8597","3,8508","3,8739","3,8336","","0,22%"
"13.07.2018","3,8514","3,8826","3,9009","3,8445","","-0,76%"
"12.07.2018","3,8809","3,8746","3,9028","3,8368","","0,12%"
"11.07.2018","3,8764","3,8167","3,8856","3,8134","","1,63%"
"10.07.2018","3,8143","3,8836","3,8870","3,7935","","-1,47%"
"09.07.2018","3,8714","3,8650","3,8728","3,8641","","0,23%"
"06.07.2018","3,8624","3,9326","3,9533","3,8593","","-1,78%"
"05.07.2018","3,9324","3,9135","3,9421","3,8859","","0,48%"
"04.07.2018","3,9135","3,8947","3,9200","3,8858","","0,43%"
"03.07.2018","3,8966","3,9127","3,9145","3,8729","","-0,39%"
"02.07.2018","3,9117","3,8781","3,9203","3,8750","","0,91%"
"29.06.2018","3,8765","3,8581","3,8803","3,8288","","0,40%"
"28.06.2018","3,8612","3,8612","3,8778","3,8343","","-0,03%"
"27.06.2018","3,8625","3,7993","3,8775","3,7909","","1,62%"
"26.06.2018","3,8011","3,7745","3,8032","3,7615","","0,68%"
"25.06.2018","3,7753","3,7877","3,7878","3,7610","","-0,26%"
"22.06.2018","3,7852","3,7693","3,7892","3,7350","","0,47%"
"21.06.2018","3,7676","3,7691","3,8042","3,7527","","-0,10%"
"20.06.2018","3,7712","3,7453","3,7873","3,7060","","0,67%"
"19.06.2018","3,7461","3,7470","3,7856","3,7173","","0,00%"
"18.06.2018","3,7460","3,7301","3,7658","3,7275","","0,45%"
"15.06.2018","3,7294","3,8061","3,8063","3,7152","","-1,99%"
"14.06.2018","3,8052","3,7206","3,8158","3,6861","","2,30%"
"13.06.2018","3,7195","3,7185","3,7386","3,6846","","0,06%"
"12.06.2018","3,7174","3,7070","3,7296","3,6677","","0,23%"
"11.06.2018","3,7087","3,7092","3,7303","3,6710","","-0,01%"
"08.06.2018","3,7091","3,9031","3,9070","3,6930","","-5,05%"
"07.06.2018","3,9065","3,8488","3,9679","3,8455","","1,53%"
"06.06.2018","3,8477","3,8084","3,8549","3,8039","","1,10%"
"05.06.2018","3,8060","3,7452","3,8175","3,7449","","1,60%"
"04.06.2018","3,7462","3,7662","3,7670","3,7260","","-0,45%"
"01.06.2018","3,7630","3,7248","3,7707","3,7208","","1,09%"
"31.05.2018","3,7225","3,7242","3,7263","3,7233","","-0,04%"
"30.05.2018","3,7240","3,7256","3,7681","3,6803","","-0,03%"
"29.05.2018","3,7252","3,7355","3,7706","3,7120","","-0,24%"
"28.05.2018","3,7341","3,6512","3,7458","3,6510","","2,26%"
"25.05.2018","3,6514","3,6463","3,6787","3,6419","","0,06%"
"24.05.2018","3,6491","3,6274","3,6565","3,6273","","0,58%"
"23.05.2018","3,6279","3,6448","3,6794","3,6160","","-0,44%"
"22.05.2018","3,6441","3,6770","3,6783","3,6263","","-0,89%"
"21.05.2018","3,6769","3,7383","3,7389","3,6710","","-1,58%"
"18.05.2018","3,7360","3,6969","3,7769","3,6938","","1,08%"
"17.05.2018","3,6960","3,6745","3,7135","3,6438","","0,56%"
"16.05.2018","3,6754","3,6537","3,6957","3,6527","","0,61%"
"15.05.2018","3,6530","3,6237","3,6938","3,6220","","0,85%"
"14.05.2018","3,6221","3,5992","3,6409","3,5726","","0,64%"
"11.05.2018","3,5991","3,5500","3,6127","3,5434","","1,39%"
"10.05.2018","3,5496","3,5943","3,5950","3,5424","","-1,17%"
"09.05.2018","3,5918","3,5636","3,6103","3,5589","","0,80%"
"08.05.2018","3,5632","3,5515","3,5943","3,5507","","0,30%"
"07.05.2018","3,5524","3,5307","3,5593","3,5307","","0,66%"
"04.05.2018","3,5291","3,5271","3,5489","3,5134","","0,04%"
"03.05.2018","3,5276","3,5507","3,5676","3,5204","","-0,67%"
"02.05.2018","3,5513","3,5074","3,5549","3,5074","","1,26%"
"01.05.2018","3,5071","3,5075","3,5077","3,5072","","0,01%"
"30.04.2018","3,5066","3,4574","3,5092","3,4574","","1,47%"
"27.04.2018","3,4559","3,4756","3,4813","3,4529","","-0,54%"
"26.04.2018","3,4745","3,4850","3,5084","3,4741","","-0,28%"
"25.04.2018","3,4843","3,4738","3,5159","3,4710","","0,39%"
"24.04.2018","3,4709","3,4528","3,4814","3,4356","","0,54%"
"23.04.2018","3,4521","3,4137","3,4539","3,4137","","1,16%"
"20.04.2018","3,4124","3,3845","3,4185","3,3839","","0,74%"
"19.04.2018","3,3875","3,3805","3,4102","3,3795","","0,22%"
"18.04.2018","3,3802","3,4080","3,4098","3,3732","","-0,79%"
"17.04.2018","3,4071","3,4217","3,4218","3,3882","","-0,35%"
"16.04.2018","3,4191","3,4255","3,4362","3,4057","","-0,08%"
"13.04.2018","3,4220","3,4125","3,4309","3,3965","","0,28%"
"12.04.2018","3,4124","3,3747","3,4201","3,3647","","1,16%"
"11.04.2018","3,3734","3,4058","3,4240","3,3720","","-1,04%"
"10.04.2018","3,4087","3,4218","3,4362","3,4005","","-0,29%"
"09.04.2018","3,4187","3,3690","3,4239","3,3632","","1,48%"
"06.04.2018","3,3689","3,3445","3,3808","3,3417","","0,75%"
"05.04.2018","3,3439","3,3309","3,3497","3,2954","","0,45%"
"04.04.2018","3,3290","3,3410","3,3685","3,3268","","-0,37%"
"03.04.2018","3,3412","3,3109","3,3447","3,3034","","0,95%"
"02.04.2018","3,3099","3,3045","3,3247","3,2970","","0,16%"
"30.03.2018","3,3046","3,3043","3,3051","3,3041","","-0,02%"
"29.03.2018","3,3054","3,3218","3,3294","3,2926","","-0,42%"
"28.03.2018","3,3195","3,3288","3,3467","3,3191","","-0,25%"
"27.03.2018","3,3278","3,3119","3,3367","3,3092","","0,50%"
"26.03.2018","3,3113","3,3141","3,3149","3,2926","","-0,02%"
"23.03.2018","3,3119","3,3155","3,3194","3,2935","","-0,10%"
"22.03.2018","3,3152","3,2728","3,3176","3,2713","","1,33%"
"21.03.2018","3,2717","3,3120","3,3125","3,2638","","-1,20%"
"20.03.2018","3,3114","3,2857","3,3123","3,2793","","0,79%"
"19.03.2018","3,2853","3,2786","3,2965","3,2786","","0,14%"
"16.03.2018","3,2807","3,2863","3,2997","3,2720","","-0,13%"
"15.03.2018","3,2849","3,2618","3,2977","3,2602","","0,77%"
"14.03.2018","3,2598","3,2610","3,2676","3,2462","","-0,01%"
"13.03.2018","3,2602","3,2619","3,2657","3,2374","","-0,02%"
"12.03.2018","3,2610","3,2553","3,2679","3,2499","","0,19%"
"09.03.2018","3,2548","3,2669","3,2710","3,2390","","-0,36%"
"08.03.2018","3,2664","3,2444","3,2699","3,2392","","0,66%"
"07.03.2018","3,2449","3,2117","3,2488","3,2095","","1,05%"
"06.03.2018","3,2112","3,2430","3,2435","3,2057","","-0,97%"
"05.03.2018","3,2425","3,2528","3,2640","3,2415","","-0,30%"
"02.03.2018","3,2523","3,2515","3,2672","3,2480","","0,04%"
"01.03.2018","3,2511","3,2462","3,2717","3,2383","","0,16%"
"28.02.2018","3,2458","3,2516","3,2537","3,2350","","-0,17%"
"27.02.2018","3,2512","3,2240","3,2556","3,2219","","0,80%"
"26.02.2018","3,2253","3,2379","3,2427","3,2222","","-0,37%"
"23.02.2018","3,2374","3,2502","3,2512","3,2322","","-0,38%"
"22.02.2018","3,2497","3,2692","3,2737","3,2419","","-0,57%"
"21.02.2018","3,2682","3,2565","3,2727","3,2419","","0,39%"
"20.02.2018","3,2554","3,2339","3,2615","3,2339","","0,66%"
"19.02.2018","3,2339","3,2315","3,2383","3,2218","","0,09%"
"16.02.2018","3,2310","3,2322","3,2481","3,2023","","0,11%"
"15.02.2018","3,2274","3,2195","3,2413","3,1982","","0,32%"
"14.02.2018","3,2172","3,2928","3,2974","3,2160","","-2,35%"
"13.02.2018","3,2947","3,2957","3,2957","3,2957","","-0,01%"
"12.02.2018","3,2949","3,2957","3,2957","3,2954","","0,03%"
"09.02.2018","3,2939","3,2858","3,3189","3,2673","","0,25%"
"08.02.2018","3,2857","3,2714","3,3034","3,2561","","0,44%"
"07.02.2018","3,2713","3,2480","3,2839","3,2376","","1,13%"
"06.02.2018","3,2347","3,2628","3,2787","3,2323","","-0,85%"
"05.02.2018","3,2624","3,2185","3,2659","3,2137","","1,38%"
"02.02.2018","3,2180","3,1671","3,2237","3,1671","","1,62%"
"01.02.2018","3,1668","3,1853","3,1969","3,1617","","-0,60%"
"31.01.2018","3,1858","3,1839","3,1955","3,1459","","0,15%"
"30.01.2018","3,1811","3,1550","3,1954","3,1482","","0,83%"
"29.01.2018","3,1549","3,1534","3,1723","3,1534","","0,13%"
"26.01.2018","3,1509","3,1481","3,1565","3,1197","","0,12%"
"25.01.2018","3,1470","3,1459","3,1485","3,1459","","0,02%"
"24.01.2018","3,1464","3,2375","3,2400","3,1348","","-2,80%"
"23.01.2018","3,2369","3,2038","3,2446","3,2019","","1,09%"
"22.01.2018","3,2020","3,1967","3,2115","3,1820","","0,18%"
"19.01.2018","3,1961","3,2082","3,2154","3,1940","","-0,32%"
"18.01.2018","3,2064","3,2240","3,2251","3,2015","","-0,54%"
"17.01.2018","3,2237","3,2266","3,2390","3,2117","","-0,02%"
"16.01.2018","3,2242","3,2168","3,2381","3,2118","","0,25%"
"15.01.2018","3,2162","3,2061","3,2213","3,1918","","0,31%"
"12.01.2018","3,2063","3,2161","3,2310","3,1994","","-0,28%"
"11.01.2018","3,2154","3,2283","3,2406","3,2120","","-0,39%"
"10.01.2018","3,2280","3,2518","3,2560","3,2255","","-0,62%"
"09.01.2018","3,2482","3,2413","3,2558","3,2295","","0,23%"
"08.01.2018","3,2406","3,2291","3,2453","3,2237","","0,37%"
"05.01.2018","3,2288","3,2347","3,2497","3,2263","","-0,17%"
"04.01.2018","3,2344","3,2372","3,2431","3,2218","","-0,08%"
"03.01.2018","3,2369","3,2590","3,2682","3,2322","","-0,67%"
"02.01.2018","3,2588","3,3136","3,3136","3,2571","","-1,61%"
"01.01.2018","3,3121","3,3121","3,3121","3,3121","","0,00%"
"29.12.2017","3,3121","3,3121","3,3121","3,3121","","0,00%"
"28.12.2017","3,3121","3,3150","3,3178","3,2950","","-0,08%"
"27.12.2017","3,3149","3,3106","3,3223","3,2920","","0,12%"
"26.12.2017","3,3110","3,3376","3,3376","3,3067","","-0,78%"
"25.12.2017","3,3369","3,3369","3,3369","3,3369","","0,00%"
"22.12.2017","3,3369","3,3101","3,3404","3,3037","","0,86%"
"21.12.2017","3,3083","3,2978","3,3177","3,2908","","0,32%"
"20.12.2017","3,2977","3,2910","3,3011","3,2812","","0,24%"
"19.12.2017","3,2899","3,2923","3,3084","3,2821","","-0,07%"
"18.12.2017","3,2922","3,2949","3,3015","3,2784","","-0,07%"
"15.12.2017","3,2946","3,3343","3,3379","3,2945","","-1,41%"
"14.12.2017","3,3418","3,3239","3,3483","3,3104","","0,96%"
"13.12.2017","3,3099","3,3070","3,3325","3,2880","","0,11%"
"12.12.2017","3,3064","3,3055","3,3340","3,2973","","0,05%"
"11.12.2017","3,3047","3,2912","3,3063","3,2729","","0,39%"
"08.12.2017","3,2918","3,2771","3,3112","3,2653","","0,04%"
"07.12.2017","3,2906","3,2480","3,3188","3,2472","","1,70%"
"06.12.2017","3,2356","3,2415","3,2499","3,2250","","-0,18%"
"05.12.2017","3,2414","3,2459","3,2470","3,2199","","-0,08%"
"04.12.2017","3,2441","3,2581","3,2628","3,2422","","-0,43%"
"01.12.2017","3,2580","3,2727","3,2853","3,2482","","-0,45%"
"30.11.2017","3,2726","3,2465","3,2887","3,2357","","0,82%"
"29.11.2017","3,2460","3,2132","3,2476","3,2005","","1,04%"
"28.11.2017","3,2127","3,2325","3,2327","3,2019","","-0,46%"
"27.11.2017","3,2277","3,2330","3,2338","3,2135","","-0,16%"
"24.11.2017","3,2329","3,2218","3,2365","3,2215","","0,34%"
"23.11.2017","3,2218","3,2243","3,2432","3,2188","","-0,07%"
"22.11.2017","3,2242","3,2569","3,2653","3,2215","","-1,06%"
"21.11.2017","3,2587","3,2593","3,2665","3,2392","","0,05%"
"20.11.2017","3,2572","3,2574","3,2574","3,2573","","0,00%"
"17.11.2017","3,2573","3,2726","3,2888","3,2548","","-0,51%"
"16.11.2017","3,2739","3,3132","3,3133","3,2683","","-1,19%"
"15.11.2017","3,3132","3,3133","3,3133","3,3133","","0,02%"
"14.11.2017","3,3127","3,2803","3,3180","3,2666","","1,02%"
"13.11.2017","3,2793","3,2823","3,3010","3,2762","","0,05%"
"10.11.2017","3,2778","3,2529","3,2845","3,2507","","0,79%"
"09.11.2017","3,2520","3,2548","3,2671","3,2363","","-0,08%"
"08.11.2017","3,2547","3,2723","3,2723","3,2403","","-0,51%"
"07.11.2017","3,2713","3,2495","3,2888","3,2495","","0,67%"
"06.11.2017","3,2494","3,3144","3,3144","3,2478","","-1,96%"
"03.11.2017","3,3142","3,2668","3,3355","3,2485","","1,44%"
"02.11.2017","3,2670","3,2674","3,2682","3,2672","","-0,01%"
"01.11.2017","3,2673","3,2728","3,2928","3,2567","","-0,16%"
"31.10.2017","3,2724","3,2888","3,3019","3,2644","","-0,50%"
"30.10.2017","3,2888","3,2367","3,2893","3,2347","","1,63%"
"27.10.2017","3,2360","3,2900","3,3031","3,2344","","-1,65%"
"26.10.2017","3,2903","3,2330","3,2979","3,2287","","1,78%"
"25.10.2017","3,2329","3,2440","3,2601","3,2286","","-0,32%"
"24.10.2017","3,2432","3,2388","3,2680","3,2240","","0,17%"
"23.10.2017","3,2376","3,1929","3,2390","3,1895","","1,42%"
"20.10.2017","3,1923","3,1671","3,1980","3,1665","","0,82%"
"19.10.2017","3,1663","3,1715","3,1793","3,1624","","-0,14%"
"18.10.2017","3,1706","3,1578","3,1817","3,1556","","0,41%"
"17.10.2017","3,1575","3,1712","3,1838","3,1579","","-0,42%"
"16.10.2017","3,1707","3,1450","3,1738","3,1437","","0,83%"
"13.10.2017","3,1447","3,1725","3,1802","3,1439","","-0,78%"
"12.10.2017","3,1695","3,1717","3,1726","3,1702","","-0,09%"
"11.10.2017","3,1722","3,1797","3,1799","3,1600","","-0,22%"
"10.10.2017","3,1791","3,1887","3,1891","3,1618","","-0,29%"
"09.10.2017","3,1882","3,1558","3,1898","3,1553","","1,03%"
"06.10.2017","3,1558","3,1547","3,1784","3,1496","","0,06%"
"05.10.2017","3,1539","3,1316","3,1563","3,1241","","0,61%"
"04.10.2017","3,1349","3,1456","3,1456","3,1220","","-0,24%"
"03.10.2017","3,1425","3,1546","3,1657","3,1412","","-0,36%"
"02.10.2017","3,1538","3,1641","3,1787","3,1512","","-0,24%"
"29.09.2017","3,1614","3,1823","3,1907","3,1562","","-0,65%"
"28.09.2017","3,1822","3,1933","3,2004","3,1772","","-0,34%"
"27.09.2017","3,1929","3,1670","3,1986","3,1665","","0,85%"
"26.09.2017","3,1661","3,1591","3,1752","3,1524","","0,22%"
"25.09.2017","3,1593","3,1324","3,1618","3,1260","","1,12%"
"22.09.2017","3,1243","3,1377","3,1390","3,1220","","-0,40%"
"21.09.2017","3,1369","3,1327","3,1470","3,1253","","0,16%"
"20.09.2017","3,1320","3,1355","3,1396","3,1136","","-0,08%"
"19.09.2017","3,1346","3,1361","3,1403","3,1248","","-0,04%"
"18.09.2017","3,1360","3,1108","3,1384","3,1080","","0,90%"
"15.09.2017","3,1079","3,1195","3,1325","3,1083","","-0,32%"
"14.09.2017","3,1179","3,1350","3,1504","3,1122","","-0,54%"
"13.09.2017","3,1349","3,1252","3,1446","3,1224","","0,33%"
"12.09.2017","3,1245","3,1028","3,1385","3,1026","","0,72%"
"11.09.2017","3,1023","3,0905","3,1082","3,0790","","0,51%"
"08.09.2017","3,0865","3,0855","3,0998","3,0820","","-0,39%"
"07.09.2017","3,0985","3,0998","3,0998","3,0988","","-0,04%"
"06.09.2017","3,0996","3,1169","3,1210","3,0984","","-0,54%"
"05.09.2017","3,1163","3,1410","3,1418","3,1116","","-0,79%"
"04.09.2017","3,1412","3,1410","3,1452","3,1327","","0,01%"
"01.09.2017","3,1409","3,1472","3,1486","3,1224","","-0,21%"
"31.08.2017","3,1474","3,1601","3,1702","3,1372","","-0,39%"
"30.08.2017","3,1596","3,1652","3,1764","3,1556","","-0,15%"
"29.08.2017","3,1644","3,1673","3,1767","3,1581","","-0,06%"
"28.08.2017","3,1664","3,1587","3,1675","3,1482","","0,22%"
"25.08.2017","3,1595","3,1481","3,1629","3,1353","","0,39%"
"24.08.2017","3,1473","3,1412","3,1506","3,1328","","0,22%"
"23.08.2017","3,1405","3,1612","3,1705","3,1337","","-0,62%"
"22.08.2017","3,1602","3,1643","3,1908","3,1461","","-0,13%"
"21.08.2017","3,1642","3,1493","3,1726","3,1364","","0,57%"
"18.08.2017","3,1462","3,1749","3,1763","3,1405","","-0,88%"
"17.08.2017","3,1741","3,1527","3,1819","3,1521","","0,71%"
"16.08.2017","3,1518","3,1690","3,1782","3,1453","","-0,55%"
"15.08.2017","3,1692","3,1892","3,2062","3,1658","","-0,61%"
"14.08.2017","3,1885","3,1761","3,2060","3,1733","","-0,15%"
"11.08.2017","3,1934","3,1755","3,2207","3,1551","","0,57%"
"10.08.2017","3,1754","3,1557","3,1787","3,1469","","0,63%"
"09.08.2017","3,1556","3,1272","3,1590","3,1266","","0,93%"
"08.08.2017","3,1266","3,1265","3,1385","3,1190","","0,02%"
"07.08.2017","3,1261","3,1316","3,1348","3,1205","","-0,14%"
"04.08.2017","3,1305","3,1125","3,1334","3,1078","","0,58%"
"03.08.2017","3,1123","3,1134","3,1274","3,1101","","-0,03%"
"02.08.2017","3,1131","3,1264","3,1383","3,1128","","-0,39%"
"01.08.2017","3,1254","3,1270","3,1307","3,1074","","-0,02%"
"31.07.2017","3,1259","3,1330","3,1444","3,1139","","-0,18%"
"28.07.2017","3,1316","3,1530","3,1603","3,1289","","-0,66%"
"27.07.2017","3,1524","3,1384","3,1598","3,1384","","0,44%"
"26.07.2017","3,1385","3,1729","3,1775","3,1352","","-1,06%"
"25.07.2017","3,1722","3,1472","3,1737","3,1364","","0,85%"
"24.07.2017","3,1455","3,1400","3,1529","3,1330","","0,12%"
"21.07.2017","3,1416","3,1203","3,1457","3,1102","","0,67%"
"20.07.2017","3,1206","3,1492","3,1564","3,1186","","-0,89%"
"19.07.2017","3,1486","3,1559","3,1641","3,1445","","-0,18%"
"18.07.2017","3,1542","3,1834","3,1842","3,1533","","-0,90%"
"17.07.2017","3,1828","3,1805","3,1880","3,1760","","0,11%"
"14.07.2017","3,1794","3,2123","3,2123","3,1781","","-1,06%"
"13.07.2017","3,2134","3,2086","3,2219","3,2024","","0,19%"
"12.07.2017","3,2072","3,2546","3,2548","3,2049","","-1,44%"
"11.07.2017","3,2542","3,2557","3,2697","3,2461","","-0,02%"
"10.07.2017","3,2548","3,2800","3,2814","3,2546","","-0,78%"
"07.07.2017","3,2803","3,2987","3,3064","3,2675","","-0,47%"
"06.07.2017","3,2959","3,2889","3,3213","3,2883","","0,23%"
"05.07.2017","3,2883","3,3098","3,3310","3,2887","","-0,63%"
"04.07.2017","3,3090","3,3021","3,3110","3,2985","","0,26%"
"03.07.2017","3,3003","3,3190","3,3240","3,2931","","-0,18%"
"30.06.2017","3,3063","3,3043","3,3166","3,2860","","0,09%"
"29.06.2017","3,3033","3,2808","3,3147","3,2704","","0,73%"
"28.06.2017","3,2795","3,3135","3,3147","3,2784","","-1,00%"
"27.06.2017","3,3125","3,2975","3,3343","3,2964","","0,50%"
"26.06.2017","3,2961","3,3444","3,3444","3,2951","","-1,39%"
"23.06.2017","3,3427","3,3415","3,3445","3,3261","","0,04%"
"22.06.2017","3,3415","3,3350","3,3498","3,3221","","0,16%"
"21.06.2017","3,3360","3,3270","3,3378","3,3143","","0,29%"
"20.06.2017","3,3264","3,2825","3,3438","3,2825","","1,34%"
"19.06.2017","3,2824","3,2901","3,3148","3,2801","","-0,31%"
"16.06.2017","3,2925","3,2898","3,2971","3,2781","","0,57%"
"15.06.2017","3,2740","3,2736","3,2751","3,2736","","0,00%"
"14.06.2017","3,2739","3,3155","3,3164","3,2639","","-1,22%"
"13.06.2017","3,3145","3,3182","3,3338","3,2968","","-0,10%"
"12.06.2017","3,3179","3,2971","3,3271","3,2748","","0,67%"
"09.06.2017","3,2959","3,2618","3,2986","3,2553","","1,08%"
"08.06.2017","3,2607","3,2695","3,2893","3,2610","","-0,24%"
"07.06.2017","3,2685","3,2777","3,2866","3,2647","","-0,27%"
"06.06.2017","3,2772","3,2970","3,3020","3,2725","","-0,59%"
"05.06.2017","3,2967","3,2464","3,2977","3,2464","","1,52%"
"02.06.2017","3,2472","3,2506","3,2591","3,2199","","-0,07%"
"01.06.2017","3,2495","3,2266","3,2549","3,2146","","0,72%"
"31.05.2017","3,2262","3,2580","3,2600","3,2245","","-0,95%"
"30.05.2017","3,2572","3,2567","3,2722","3,2542","","0,04%"
"29.05.2017","3,2560","3,2659","3,2768","3,2564","","-0,12%"
"26.05.2017","3,2598","3,2749","3,2767","3,2518","","-0,40%"
"25.05.2017","3,2729","3,2770","3,2990","3,2613","","-0,14%"
"24.05.2017","3,2774","3,2695","3,2880","3,2477","","0,23%"
"23.05.2017","3,2700","3,2668","3,2897","3,2548","","0,14%"
"22.05.2017","3,2653","3,2533","3,3192","3,2526","","0,39%"
"19.05.2017","3,2527","3,3708","3,3736","3,2419","","-3,38%"
"18.05.2017","3,3665","3,1371","3,4246","3,1349","","7,29%"
"17.05.2017","3,1378","3,0956","3,1411","3,0952","","1,35%"
"16.05.2017","3,0961","3,1110","3,1113","3,0873","","-0,46%"
"15.05.2017","3,1105","3,1228","3,1260","3,0957","","-0,33%"
"12.05.2017","3,1209","3,1374","3,1506","3,1161","","-0,61%"
"11.05.2017","3,1399","3,1681","3,1685","3,1369","","-0,84%"
"10.05.2017","3,1666","3,1905","3,1909","3,1514","","-0,72%"
"09.05.2017","3,1896","3,1994","3,1997","3,1783","","-0,23%"
"08.05.2017","3,1970","3,1750","3,2070","3,1750","","0,65%"
"05.05.2017","3,1762","3,1895","3,1962","3,1675","","-0,37%"
"04.05.2017","3,1880","3,1661","3,1956","3,1609","","0,75%"
"03.05.2017","3,1644","3,1515","3,1679","3,1407","","0,41%"
"02.05.2017","3,1514","3,1765","3,1962","3,1462","","-0,76%"
"01.05.2017","3,1755","3,1748","3,1769","3,1762","","-0,01%"
"28.04.2017","3,1758","3,1833","3,2146","3,1697","","-0,23%"
"27.04.2017","3,1832","3,1728","3,1890","3,1550","","0,38%"
"26.04.2017","3,1710","3,1471","3,2076","3,1429","","0,80%"
"25.04.2017","3,1459","3,1280","3,1703","3,1265","","0,60%"
"24.04.2017","3,1271","3,1500","3,1500","3,1177","","-0,65%"
"21.04.2017","3,1475","3,1485","3,1490","3,1479","","-0,03%"
"20.04.2017","3,1483","3,1518","3,1707","3,1324","","-0,10%"
"19.04.2017","3,1514","3,1077","3,1543","3,1074","","1,42%"
"18.04.2017","3,1072","3,0983","3,1237","3,0876","","0,30%"
"17.04.2017","3,0979","3,1448","3,1480","3,0932","","-1,47%"
"14.04.2017","3,1440","3,1441","3,1453","3,1425","","0,01%"
"13.04.2017","3,1437","3,1258","3,1495","3,1144","","0,60%"
"12.04.2017","3,1251","3,1378","3,1594","3,1198","","-0,35%"
"11.04.2017","3,1360","3,1320","3,1554","3,1248","","0,16%"
"10.04.2017","3,1311","3,1462","3,1502","3,1297","","-0,46%"
"07.04.2017","3,1457","3,1427","3,1592","3,1184","","0,12%"
"06.04.2017","3,1420","3,1203","3,1515","3,1060","","0,73%"
"05.04.2017","3,1192","3,0930","3,1254","3,0800","","0,86%"
"04.04.2017","3,0927","3,1147","3,1407","3,0918","","-0,68%"
"03.04.2017","3,1138","3,1233","3,1349","3,1093","","-0,29%"
"31.03.2017","3,1230","3,1491","3,1788","3,1216","","-0,80%"
"30.03.2017","3,1483","3,1200","3,1524","3,1167","","0,93%"
"29.03.2017","3,1193","3,1412","3,1422","3,1121","","-0,65%"
"28.03.2017","3,1398","3,1265","3,1452","3,1224","","0,45%"
"27.03.2017","3,1256","3,1078","3,1399","3,1075","","0,59%"
"24.03.2017","3,1073","3,1397","3,1506","3,1041","","-0,99%"
"23.03.2017","3,1383","3,0875","3,1449","3,0862","","1,66%"
"22.03.2017","3,0870","3,0885","3,1099","3,0801","","-0,03%"
"21.03.2017","3,0878","3,0724","3,0948","3,0597","","0,51%"
"20.03.2017","3,0720","3,0918","3,1162","3,0673","","-0,62%"
"17.03.2017","3,0911","3,1187","3,1279","3,0873","","-0,86%"
"16.03.2017","3,1180","3,1030","3,1232","3,0924","","0,47%"
"15.03.2017","3,1033","3,1683","3,1780","3,0974","","-2,05%"
"14.03.2017","3,1683","3,1528","3,1827","3,1502","","0,51%"
"13.03.2017","3,1523","3,1395","3,1607","3,1289","","0,46%"
"10.03.2017","3,1380","3,1929","3,1954","3,1381","","-1,72%"
"09.03.2017","3,1929","3,1631","3,1986","3,1601","","0,96%"
"08.03.2017","3,1624","3,1197","3,1814","3,1194","","1,40%"
"07.03.2017","3,1187","3,1386","3,1405","3,1114","","-0,62%"
"06.03.2017","3,1383","3,1158","3,1395","3,1002","","0,77%"
"03.03.2017","3,1143","3,1566","3,1626","3,1109","","-1,32%"
"02.03.2017","3,1560","3,0900","3,1589","3,0900","","2,17%"
"01.03.2017","3,0890","3,1095","3,1234","3,0896","","-0,63%"
"28.02.2017","3,1086","3,1090","3,1091","3,1090","","0,00%"
"27.02.2017","3,1085","3,1110","3,1110","3,1088","","-0,05%"
"24.02.2017","3,1100","3,0617","3,1190","3,0595","","1,67%"
"23.02.2017","3,0590","3,0640","3,0797","3,0517","","-0,13%"
"22.02.2017","3,0630","3,0955","3,0980","3,0597","","-1,03%"
"21.02.2017","3,0949","3,0870","3,1089","3,0853","","0,29%"
"20.02.2017","3,0860","3,1010","3,1067","3,0824","","-0,56%"
"17.02.2017","3,1035","3,0860","3,1091","3,0787","","0,47%"
"16.02.2017","3,0889","3,0575","3,0909","3,0387","","1,06%"
"15.02.2017","3,0565","3,0850","3,0961","3,0538","","-0,89%"
"14.02.2017","3,0840","3,1115","3,1278","3,0822","","-0,87%"
"13.02.2017","3,1110","3,1138","3,1239","3,1075","","-0,11%"
"10.02.2017","3,1145","3,1302","3,1310","3,1052","","-0,49%"
"09.02.2017","3,1299","3,1175","3,1338","3,1135","","0,41%"
"08.02.2017","3,1170","3,1205","3,1302","3,1125","","-0,10%"
"07.02.2017","3,1200","3,1160","3,1373","3,1154","","0,14%"
"06.02.2017","3,1155","3,1190","3,1278","3,1048","","-0,06%"
